Date,Open,High,Low,Close,Volume,Currency
2016-12-20,999.76,1005.79,999.19,1002.3,0,DKK
2016-12-21,1002.32,1005.44,1000.18,1002.97,0,DKK
2016-12-22,1002.89,1007.46,1000.51,1005.73,0,DKK
2016-12-23,1005.67,1009.6,1003.78,1007.37,0,DKK
2016-12-27,1007.61,1011.75,1007.6,1011.75,0,DKK
2016-12-28,1011.34,1012.81,1009.02,1012.81,0,DKK
2016-12-29,1012.31,1016.82,1007.01,1016.69,0,DKK
2016-12-30,1016.78,1017.09,1013.65,1015.88,0,DKK
2017-01-02,1015.74,1035.39,1014.99,1034.03,0,DKK
2017-01-03,1034.61,1041.93,1030.88,1030.89,0,DKK
2017-01-04,1030.78,1033.01,1025.42,1025.78,0,DKK
2017-01-05,1025.84,1036.18,1025.59,1034.99,0,DKK
2017-01-06,1035.18,1040.3,1033.97,1037.59,0,DKK
2017-01-09,1037.59,1042.46,1030.29,1031.5,0,DKK
2017-01-10,1031.75,1034.11,1025.94,1026.3,0,DKK
2017-01-11,1027.33,1034.34,1025.47,1034.27,0,DKK
2017-01-12,1033.48,1033.48,1020.25,1024.95,0,DKK
2017-01-13,1025.05,1039.68,1025.05,1039.68,0,DKK
2017-01-16,1039.53,1042.79,1037.94,1038.29,0,DKK
2017-01-17,1038.06,1038.06,1031.04,1033.55,0,DKK
2017-01-18,1033.6,1037.08,1027.04,1030.35,0,DKK
2017-01-19,1030.64,1035.13,1029.07,1033.5,0,DKK
2017-01-20,1033.44,1036.09,1029.06,1033.49,0,DKK
2017-01-23,1032.64,1032.64,1025.85,1026.28,0,DKK
2017-01-24,1026.86,1031.75,1023.1,1024.96,0,DKK
2017-01-25,1025.92,1038.84,1025.92,1038.84,0,DKK
2017-01-26,1039.02,1049.54,1039.02,1044.71,0,DKK
2017-01-27,1045.08,1052.62,1043.24,1052.62,0,DKK
2017-01-30,1052.46,1052.46,1044.15,1048.15,0,DKK
2017-01-31,1048.14,1055.72,1047.09,1049.56,0,DKK
2017-02-01,1049.63,1066.15,1049.63,1061.13,0,DKK
